PMID,Title,Date,Journal,Species,Tissue,Disease,Puzzle_evidence,Evidence_prob
29183737,Cross-platform single cell analysis of kidney development shows stromal cells express Gdnf.,2018,Developmental biology,mouse,kidney|mesenchyme,normal,"For example a small percent of cap mesenchyme cells expressed Mafb, a marker of differentiated podocytes.",0.9971157312393188
