PMID
32355218
35439171
30639037
31053654
31340667
31573981
32038642
32066997
32193374
32286228
32463365
32516575
32929989
33054397
33846638
33849777
33907320
34260927
34298199
34380013
35027768
35356864
32425701
33765436
34314387
35241110
33980830
31359001
31988506
32441123
34587758
34694145
35275990
30912746
31141696
32091393
32917889
33057196
33996252
34133923
34548614
35085231
32958743
34645812
33675743
34495298
35346322
31462402
31871155
32366865
32497499
32968798
33033240
33953164
34385456
34480339
34526362
35338085
30496484
30559476
30580568
30674886
30744683
30860479
30890159
30943771
30954475
31061481
31176620
31180577
31209470
31375813
31379878
31477722
31552044
31604482
31616420
31708437
31730857
31749151
31792411
31801909
31847873
31870423
31924475
31968262
31971799
32003464
32042196
32073142
32093753
32114394
32166394
32251406
32286271
32286626
32351504
32351704
32377375
32403085
32405063
32478167
32532977
32544576
32554932
32580776
32581043
32671208
32723919
32731885
32735845
32747558
32747814
32783915
32783921
32788748
32796814
32810438
32849510
32854757
32877675
32884997
32896616
32907628
32954948
32977829
32978300
32983102
32983108
32989127
33103827
33145436
33155517
33159858
33203837
33208504
33227818
33267666
33296648
33296687
33298886
33311712
33312175
33320841
33327741
33352111
33363531
33397454
33397893
33472616
33482359
33501914
33531485
33567273
33584702
33584715
33589541
33593977
33602930
33603736
33603754
33627473
33633736
33674591
33677468
33692781
33717140
33720266
33749664
33775905
33815362
33815388
33827925
33841435
33875642
33891889
33900375
33936072
33959124
33983114
33989517
34001236
34001847
34031617
34038722
34078881
34083789
34083792
34106206
34115827
34128959
34163487
34183838
34224783
34225455
34262563
34282123
34284135
34322127
34324441
34326311
34354295
34365737
34371135
34385315
34423778
34464351
34480890
34484194
34497608
34525349
34531370
34539634
34561860
34592166
34603316
34620862
34621271
34667077
34691592
34695836
34697287
34702946
34712225
34718330
34719737
34721400
34758319
34777332
34782790
34785648
34815405
34824268
34841734
34848855
34880877
34895340
34899693
34921143
34921160
34950144
34973310
35003084
35013369
35040131
35046942
35061012
35064122
35069521
35069546
35069597
35095851
35095917
35111153
35118195
35124428
35130954
35133977
35136934
35142335
35144926
35165422
35166672
35171685
35172892
35173710
35179490
35185882
35185925
35186442
35194016
35196398
35213211
35216673
35222353
35222422
35232959
35250975
35250976
35250991
35279152
35349874
35367518
35371059
35389779
35392082
35411050
35421379
35422041
35443043
30604758
30865898
30923344
31340668
31350876
31501518
31883835
32059779
32401820
32589721
32641586
32678909
32689904
32698686
32908310
32938662
32981416
33028096
33107320
33326796
33472403
33547080
33619382
33846639
34030460
34142149
34173975
34692110
34879708
34910626
35021856
35109673
35132073
35175542
35212715
35422106
30827681
31142839
31345789
31522976
31907410
31974247
32097654
32370770
32601335
33303760
33561425
33563697
33723232
33931636
34001878
34045450
34122424
34244516
34260921
34400627
34407400
34615861
34903763
35031770
35283289
35464401
30721153
30764877
30979687
31126997
31130381
31178255
31213723
31291568
31311815
31391335
31549940
31558714
31768071
31784425
31819035
31836669
31921559
31949165
31951368
31998844
32109377
32179751
32203468
32268097
32295424
32302573
32325141
32406817
32470390
32471990
32485263
32719530
32842144
32859930
32881995
32918942
32997960
33010224
33077975
33123174
33201171
33203843
33218352
33220234
33242413
33264626
33301706
33302977
33335088
33473154
33526011
33602683
33619369
33649477
33963182
34003795
34042332
34108966
34115843
34162888
34349096
34489438
34516827
34644537
34653364
34659209
34675390
34707603
34725346
34795279
34824203
34825784
34845188
34852222
34893625
34918874
34956173
34957577
35017721
35090788
35123072
35145077
35177643
35243819
35297204
35365767
35373291
30471926
30581079
30606613
30625322
30635555
30679343
30718509
30736827
30747918
30760929
30799279
30858605
30867424
30886407
30886411
30923225
30936163
30982771
31018141
31042697
31043743
31061494
31151773
31156629
31168097
31178122
31209021
31242409
31270459
31315047
31327527
31341285
31405387
31411560
31420539
31435019
31474569
31501549
31519740
31519873
31554641
31566584
31595305
31611697
31618633
31619793
31626771
31626774
31728515
31768052
31792468
31806013
31813451
31846124
31901251
31942070
31951107
31974223
31978324
32023447
32070434
32123081
32127543
32139688
32203496
32220329
32221280
32253265
32272058
32284594
32295886
32320664
32341540
32341542
32350740
32368329
32371549
32398717
32404418
32449994
32460577
32485136
32490811
32513247
32579914
32621641
32622465
32632204
32634398
32641768
32648004
32663469
32675368
32681824
32699411
32702313
32744501
32749220
32758425
32764562
32773035
32783945
32788587
32792525
32795415
32826893
32832661
32832662
32832663
32832664
32832665
32832666
32832667
32840480
32840654
32849520
32866962
32868762
