gene_collect,label
Gm12212,original
GLOD5,original
DOC2GP,original
HMGB3P9,original
Gm45752,original
AC004817.4,original
SNAR-I,original
RPL13AP13,original
Gm49334,original
RAI1,original
Gm26603,original
Shroom2,original
VWA7,original
Gm16052,original
Gm26545,original
TRK-TTT11-1,original
LINC01591,original
ADRB2,original
LIAS,original
AL139384.2,original
IRF6,original
AL163973.3,original
Olfr1097,original
FOXN3-AS1,original
ETF1P1,original
Gm37915,original
Gm43120,original
Snx21,original
Gm21801,original
Akt1,original
AC018685.3,original
MAGI1,original
Nudt5,original
GUSBP15,original
Lrrc14b,original
AL035706.1,original
RNF40,original
AC083862.2,original
AC108199.1,original
PKHD1,original
AC098798.1,original
Rnf6,original
A12M4,original
MTFR2,original
Psmc3,original
SURF6P1,original
Ighv2-8,original
AC009518.1,original
RN7SL104P,original
AC044893.1,original
DHX34,original
GFI1,original
TMEM18-DT,original
MTUS2-AS2,original
Ddx20,original
Gm21477,original
SEPTIN14P16,original
H2-D1,original
Rfc1,original
TRAV34,original
TRIM51EP,original
OR7E125P,original
OR7H2P,original
RPS26P52,original
Kng2,original
Gm45721,original
SLC9A3P2,original
ZNF249,original
Gm34586,original
PDZRN3-AS1,original
AC078905.1,original
BFLS,original
Sgpp2,original
COL7A1,original
AC112242.2,original
MTND4P30,original
RNU6-379P,original
DDX54,original
RN7SL111P,original
Dis3l2,original
LINC01289,original
Gm45899,original
RPS3AP24,original
AC008735.1,original
AC011718.1,original
MIR522,original
SNORA79,original
NR1D2,original
Npff,original
RPS4XP10,original
Vmn1r10,original
Tyro3,original
RN7SKP66,original
OR4A21P,original
AAR2,original
SHMT,original
ANKRD62P1-PARP4P3,original
Olfr194,original
AC090692.1,original
AC090971.2,original
ACTG1P22,original
Gm14440,original
LURAP1,original
LRRC6,original
Bdnf,original
POLR2I,original
TMCO2,original
FDXR,original
Apol9b,original
RPS2P29,original
Adam24,original
Gm27167,original
1110032F04Rik,original
AC105227.1,original
B4galt2,original
PCDHB1,original
TUBB8P12,original
Btbd35f22,original
Gm27166,original
AC093763.1,original
5930438M14Rik,original
Xlr3a,original
Gm17058,original
AC092042.4,original
MT1NP,original
SMAD3-AS1,original
Gm43613,original
ARL6IP6,original
BMS1P13,original
MRX59,original
Zfp568,original
Calb2,original
INTS9,original
CYP21A2,original
RPS6P15,original
C21orf86,original
Rnpepl1,original
NEMP1,original
Gm15545,original
RNU6-1145P,original
AL357033.1,original
HOXC9,original
Fam149b,original
Gm26597,original
LINC02788,original
PPIAP88,original
LINC00266-4P,original
RBTNL1,original
FAAP100,original
Tppp3,original
KRT18P43,original
PCBP2-OT1,original
KIAA0232,original
MIR875,original
SMAD1-AS1,original
GK5,original
AL161785.3,original
FOSL1,original
NDUFS5P7,original
B4GALNT2P1,original
AL512408.1,original
EEF1B2P3,original
RIPK2,original
TMEM164,original
PSMD2P1,original
RNY4P5,original
RIOX2,original
LINC00560,original
Gm48882,original
AC027688.2,original
AC023394.2,original
NKAIN3-IT1,original
TSPY7P,original
AC090826.3,original
Ralb,original
FAM167A,original
HMGB3P25,original
MIR6813,original
LINC01723,original
SSUH2,original
Vax1,original
TPRXL,original
Adamts8,original
RNU6-1290P,original
AC074290.2,original
Fn3k,original
AL691432.4,original
Gm15870,original
OR8B13P,original
SEPTIN14P2,original
ZDHHC8,original
AC010163.3,original
AC018648.1,original
FABP5P15,original
C22orf19,original
SNORA71C,original
AC009054.2,original
TMEM167B-DT,original
Krr1,original
LINC00449,original
RN7SL132P,original
Zcchc8,original
Zfp455,original
DYNC1LI1,original
LINC02582,original
Olfr749,original
F2rl1,original
Gm28040,original
HTATSF1P2,original
RNU7-126P,original
1700069B07Rik,original
Gm43562,original
TRA2B,original
Apbb2,original
Cd86,original
ARHGAP25,original
IGKVPZ2,original
Ppp1r32,original
TRAV32,original
Gm5485,original
RNASE8,original
Shf,original
PIRC97,original
RPL23AP54,original
CBFA3,original
SAE1P1,original
BRIX1,original
Igkv7-33,original
Gm48495,original
Ncapd3,original
MIR4755,original
AC106858.1,original
LCN1,original
AC151836.1,original
FAM149A,original
BSND,original
4930452G13Rik,original
Grp,original
Gm15873,original
Gm49226,original
PRKM8,original
Zfand5,original
ARPP21-AS1,original
Gm28442,original
ZNF439,original
MIR3185,original
Map3k5,original
PCAT5,original
Arfgef3,original
Cul2,original
Kpna4,original
Gm17324,original
ADD2,original
LINC01809,original
SLC19A2,original
Ighv8-15,original
AL627095.2,original
Adgrl4,original
Thnsl1,original
RBP3,original
Cd70,original
FGF18,original
Alg11,original
Gm16365,original
CCNYL6,original
TRK-CTT6-1,original
RNU6-17P,original
EIF6,original
LINC02376,original
Gm12320,original
AC020931.1,original
CDPF1P1,original
TNRC6A,original
4921539E11Rik,original
MIR30DHG,original
RRM1-AS1,original
WBP1P2,original
Olfr777,original
ZNF429,original
AL451127.1,original
RNU6-621P,original
LINC01868,original
PRKCZ,original
FREM1,original
B230303O12Rik,original
Xpot,original
AC010280.2,original
Gm41335,original
AL138955.1,original
AC025428.1,original
SENP2,original
Gm29566,original
Mettl24,original
PIERCE2,original
Rxfp4,original
Rtl6,original
Gm44970,original
Gm46404,original
IGHVIII-2-1,original
Pm20d1,original
SNORA69,original
AC135068.3,original
GFRP1,original
OR9L1P,original
RNU4-18P,original
Catsperb,original
Gm21320,original
Gm26760,original
CDHR3,original
AP003065.1,original
NTF4,original
AP2B1,original
1810028F09Rik,original
OR4C15,original
TECTA,original
4930481A15Rik,original
BC050972,original
HIST1H2BF,original
Svs4,original
C6orf171,original
BCP,original
AC025280.1,original
Gm28077,original
RN7SL367P,original
RPL21P17,original
Tmem43,original
ACTN2,original
Cideb,original
MED28P3,original
ST15,original
MROH3P,original
HERC2P4,original
MYL6P2,original
Tbc1d8b,original
RGPD4,original
Ttf1,original
LINC01121,original
Olfr1090,original
ARSD-AS1,original
DPEP3,original
Mfap1a,original
MIR1226,original
RPL7AP35,original
Wdr53,original
Emx1,original
METTL27,original
Rnf19a,original
MIR302B,original
GRHL3,original
GSTM5,original
AL590068.4,original
NUTM2D,original
Slc7a6os,original
Sh3gl1,original
Mgp,original
CHR,original
RNA28S3,original
RPS20P7,original
AL109936.2,original
1700010K23Rik,original
Aldh3b2,original
STX3,original
AC157566.4,original
AC020913.1,original
PNLIPRP3,original
DAAM2-AS1,original
FCGR3B,original
RPL23AP28,original
PTER,original
C2orf74-DT,original
Olfr1023,original
RNU6ATAC36P,original
SAR1AP1,original
KIF20B,original
AC008759.3,original
AC084816.1,original
Prr7,original
AC018752.1,original
DSG2-AS1,original
PPIAP35,original
Ccr2,original
Tfap2e,original
RN7SL150P,original
AC087588.2,original
Uhrf2,original
PEDS1-UBE2V1,original
Gm29123,original
NDUFB6,original
TMEM186,original
FAM174A,original
1110059G10Rik,original
CBWD5,original
Zfp579,original
Gm281,original
Tmem74bos,original
AC117462.1,original
AC004691.1,original
PRRT3,original
Ptp4a3,original
AL133335.1,original
SAR1B,original
SSX9P,original
Sf3b3,original
YWHAZP6,original
PDB1,original
OR6Y1,original
Psmb2,original
Csmd3,original
AKR1B1P6,original
AC006369.2,original
Cuedc1,original
Gm35215,original
NACA4P,original
BPES3,original
AC008892.1,original
UGDH-AS1,original
PAK2,original
FP475955.1,original
MTND2P5,original
CYP2C23P,original
RPL21P130,original
TMEM65,original
AC007405.4,original
TMSB4XP1,original
CHAF1B,original
FP475955.3,original
AC006206.1,original
LINC01176,original
Kdelc1,original
AL117327.1,original
MIR3689C,original
CSH2,original
LINC00317,original
AC048380.1,original
CRX,original
AP000766.1,original
UGT1A9,original
Chmp5,original
KRT18P37,original
RNA5SP182,original
LPP-AS1,original
Exoc8,original
ERAP2,original
Hsd3b6,original
CDC45,original
CCDC178,original
B9d1os,original
RN7SL500P,original
AC068473.4,original
ZNF209P,original
AC064805.1,original
Gm26579,original
ACLY,original
AC107204.1,original
RNU6-878P,original
LINC02756,original
LINC00481,original
CDH3-AS1,original
AP003117.2,original
Gm47226,original
SLC12A1,original
RHOT1P1,original
Uggt1,original
AC011287.1,original
9430098F02Rik,original
Ipo4,original
Gm10382,original
BCD1,original
AC107032.3,original
AL355526.1,original
RNU6-1281P,original
CHRNE,original
RN7SKP68,original
RNF212B,original
RNS1,original
AL117332.1,original
AC003092.1,original
Rbm48,original
Klk1b26,original
PARP11-AS1,original
AC009908.1,original
Gm45861,original
Olfr1025-ps1,original
ANKRD23,original
Serf2,original
Calml3,original
AC117569.1,original
PATL1-DT,original
CXorf49,original
LCMT1,original
Lgals2,original
Gm21976,original
RACGAP1,original
Gm28758,original
AC005840.2,original
ANO8,original
LINC2194,original
AC004862.1,original
NMNAT3,original
CFD1,original
PPP1R12B,original
Actl10,original
HCG4,original
AC023483.1,original
AC073115.2,original
Tex10,original
Olfr1260,original
AP001007.2,original
ZFHX3-AS1,original
HMGB3P32,original
Fcrl5,original
Tspan10,original
BRD4,original
HYOU1-AS1,original
RPL9P25,original
Itm2c,original
LPAR2,original
AL121999.1,original
HAP2,original
YPEL5,original
MS,original
TMEM35A,original
NASP,original
RN7SL65P,original
RPS26P24,original
Gc,original
OR5G3,original
AC093714.1,original
LINC01991,original
Slc25a4,original
AC024382.1,original
Ascl2,original
Pcdhb9,original
TRA-AGC14-2,original
PELO,original
BNIP3P43,original
Gm47710,original
Olfr1298,original
MFSD14A,original
AC110491.1,original
FBXO38-DT,original
HRH4,original
AP006284.1,original
RNA5SP123,original
KIAA1586,original
Aatf,original
AL359962.1,original
MIR107,original
RBMY2OP,original
AMLCR2,original
AC007132.1,original
LINC01611,original
PDPK1,original
TTC37,original
4933431E20Rik,original
CDH8-AS1,original
AC016027.2,original
FRG1KP,original
RPL10P15,original
VPS51P3,original
SERPINE2,original
Ccdc85a,original
AL356753.1,original
Meis1,original
Rpl3l,original
Gm5148,original
LGMD1H,original
Gm26901,original
C9orf155,original
PABPC1P10,original
AC090618.1,original
AC147230.2,original
EFCAB13-DT,original
BORCS7,original
Olfr588-ps1,original
OR7E80P,original
LCE2A,original
4930470O06Rik,original
Lefty1,original
LINC00893,original
Ano6,original
OR4F15,original
Fau,original
AC018755.5,original
ZNF614,original
Ppp2r1a,original
Gm3716,original
C11orf24,original
NCR1,original
SMC5,original
Bmp6,original
AC068544.2,original
AL355073.1,original
AC074286.1,original
Arhgef12,original
Csf2rb2,original
RPS17P10,original
CCDC25,original
AC008571.2,original
RNU6-801P,original
YIPF7,original
Brip1,original
Gm26727,original
KRTAP20-1,original
PPP1R13B,original
TRNAU1AP,original
AL390860.1,original
Atg3,original
MIR548I3,original
YRDCP2,original
MIR6739,original
Gm19554,original
RRP8,original
AZIN1,original
Gm5547,original
BNIP1,original
AC010327.4,original
GPN1,original
C1orf220,original
RPL7AP73,original
DXO,original
Actn3,original
TYMSP2,original
AVPR1B-DT,original
FAM198B-AS1,original
ZNF688,original
Olfr1271,original
BTBD3-AS1,original
COX7BP1,original
PTMAP14,original
AC010181.2,original
HYAL1,original
MIR938,original
Gm4593,original
RPS18P7,original
H4C14,original
Trrap,original
Pdlim1,original
Nuak2,original
Gemin7,original
RNU6-1155P,original
AL096709.1,original
MAPK8IP3,original
ORAI3,original
TBC1D14,original
OR3A1,original
GNG10,original
APOBEC3A,original
Sox13,original
PQBP5,original
Pax2,original
CHEK2,original
RPS3AP6,original
FBLN7,original
ST13P20,original
Cys1,original
AC012535.1,original
RUVBL1-AS1,original
RPL23AP83,original
Fbp2,original
AC154507.2,original
H2AC14,original
Olfr1076,original
Olfr1331,original
MIR4524B,original
SPATC1L,original
AC007655.1,original
AP005131.1,original
Tmem254c,original
Slc30a3,original
AAAS,original
Majin,original
Aars,original
Dynlt1b,original
TMED2-DT,original
MSRB1,original
VN1R26P,original
HNRNPA3P16,original
Rnaset2b,original
Prdm6,original
Z99916.1,original
Irx1,original
AL391863.2,original
CEACAMP2,original
RARRES2P1,original
Cyfip2,original
Gm13546,original
Gm43150,original
AC087516.1,original
Olfr1338,original
AC087045.2,original
AC017048.1,original
AC011840.3,original
Gm39377,original
RNU6-594P,original
ZNF242,original
LINC02790,original
Stat5a,original
SURF1,original
Lamb3,original
CLEC2L,original
RN7SL493P,original
RPL34P36,original
Pou2f2,original
CLEC4D,original
INSIG1,original
BNIP3L,original
RPL32P19,original
GNAT3,original
AL136320.1,original
SLO,original
Olfr853,original
DISP2,original
PABPC1P6,original
Cyp2c55,original
Cyp2c23,original
GSTA6P,original
LRSAM1,original
GAMTP1,original
Mpp1,original
AC106894.1,original
Trbj2-3,original
NPM1P5,original
Prss33,original
Zfp30,original
Cdh15,original
MIR5189,original
Hapln4,original
OR2M1P,original
Gm26780,original
TRQ-TTG3-3,original
Gm21830,original
Rag1,original
TRL-TAG2-1,original
Snapc4,original
C87414,original
RN7SKP83,original
RN7SL463P,original
CNIH3-AS2,original
Myl4,original
Gm17382,original
Tmem258,original
AC092835.1,original
OR5D7P,original
TRAV20,original
FNTB,original
AC011523.1,original
AC015849.3,original
FOXD2,original
DDX11-AS1,original
IFITM3P6,original
ZNF230-DT,original
Gm42518,original
MTND1P30,original
Mpl,original
Dock2,original
Gm12530,original
Gm40658,original
KEL,original
AC107072.1,original
AC002551.1,original
Gm7982,original
AL390038.1,original
9630001P10Rik,original
ALG1L10P,original
LINC02663,original
Gm39375,original
TRAV14DV4,original
MTND1P5,original
Gm37971,original
GSTT1,original
Gm28789,original
BLTP2,original
Olfr1189,original
ZNF414,original
Trdv3,original
RNF7P1,original
Gm36120,original
AC067747.1,original
INSM2,original
Vill,original
MTND3P4,original
RN7SKP263,original
GLIS2,original
Vmn1r116,original
Adamts10,original
VEGFA,original
Lrp8os1,original
AL020994.1,original
AC105389.2,original
Klrk1,original
Myo5b,original
OR2D1,original
Fndc3c1,original
Tug1,original
RPE,original
Krtap26-1,original
AP003498.1,original
AC008798.2,original
Spata32,original
Spz1,original
TEK,original
RPS15AP27,original
RPL35P8,original
Ghrl,original
Gm16137,original
GDF5,original
Col5a1,original
ELOCP30,original
AL136090.1,original
FOXD4L3,original
Xkr4,original
OR7E124P,original
RN7SL145P,original
MIR10523,original
MIR6887,original
PLD5P1,original
Dexi,original
Pip5k1bos,original
Atp1a3,original
ICR4,original
AC025449.2,original
AC006033.2,original
CRIPAK,original
OR4Q1P,original
GRHL3-AS1,original
MIR1234,original
RNU4-77P,original
Safb,original
Gm11381,original
LHFPL3-AS2,original
TINAG,original
Lix1,original
E130101E03Rik,original
P2ry2,original
USP36,original
Inpp5k,original
RNA5SP478,original
Abcb10,original
AC004990.1,original
RNA5S13,original
PPP1CA,original
LINC02171,original
LINC01351,original
LSP1P1,original
Ldlrad1,original
Olfr497,original
OR7A11P,original
AC021491.1,original
Ms4a6b,original
Napb,original
DDX20P1,original
Gmeb2,original
Zfp771,original
5330439A09Rik,original
AC068234.2,original
AC011379.2,original
4933411E02Rik,original
Dlg4,original
Ap1g1,original
XBP1,original
BTN3A2,original
AL161757.3,original
Necab3,original
COX4I2,original
TUBB4BP3,original
LINC02263,original
OR13C3,original
TAX1BP1,original
Sepsecs,original
ASL,original
Fbxw4,original
Cst9,original
AC090912.2,original
TRIM6-TRIM34,original
MCM3,original
Tax1bp3,original
MIR6859-3,original
LINC02448,original
Gm45892,original
MTCH1P2,original
Capns1,original
SSXP7,original
HLA-DXA,original
Dtd1,original
Ascl5,original
Gm27027,original
MPND,original
Clcn5,original
Myh14,original
PRSS56,original
AC116407.1,original
RNU7-40P,original
AP001043.1,original
Mtrf1l,original
AL589739.1,original
ERBB2,original
GSL,original
MED11,original
TXREB,original
Ick,original
Trav6-6,original
AC117480.1,original
Gm29368,original
Gm20685,original
Gm47730,original
IL36B,original
MTND6P36,original
RPSAP10,original
Gm44748,original
DDX23,original
MRGPRX10P,original
HPN-AS1,original
SLC30A10,original
Nek3,original
OOSP4A,original
Sectm1a,original
Traj31,original
AC009236.2,original
CMAS,original
TRQ-TTG3-2,original
SLCO1A2,original
SLC38A1,original
BORJ,original
Icos,original
ZNF92P3,original
LINC02383,original
2900040C04Rik,original
MANEAL,original
AL359764.3,original
Ywhag,original
Gm47354,original
LDB3,original
ADGRA1,original
RPL18P11,original
TMEM265,original
4933406D12Rik,original
Rgs7,original
AC005703.2,original
Gm31463,original
Gm11534,original
Olfr791,original
MIR766,original
Gm15701,original
Hid1,original
AC114501.3,original
AC124861.3,original
CCT5P2,original
EMG1,original
MIR320A,original
Olfr1217,original
LINC02489,original
Olfr1192-ps1,original
TP73-AS2,original
Matk,original
RNU6-698P,original
SCAF1,original
Kcng2,original
Prima1,original
Gm37898,original
Gm48071,original
TRV-AAC1-5,original
Ccer1,original
Ttc25,original
SLC34A3,original
AC100832.2,original
PIRC84,original
LINC01927,original
RBP7,original
HLA-C,original
MORC2,original
RB1CC1,original
RPS2P11,original
AL032819.1,original
SPATA31D1,original
Trpt1,original
LINC02291,original
Gm26699,original
Gm9844,original
CGM7,original
BIRC3,original
NPAP1P3,original
Phtf2,original
SPRR2D,original
DNAJA1P6,original
RNU12,original
Srp9,original
Ccdc153,original
1810064F22Rik,original
TRR-CCT8-1,original
SLC25A39P1,original
Gm807,original
MIR130AHG,original
AC108050.1,original
Gm21671,original
DBIL5P,original
COX20,original
H2-T23,original
WBS2,original
Morc2a,original
RN7SL830P,original
Gm5819,original
SCARB1,original
AC010733.2,original
PEAK1,original
AC084125.3,original
RN7SKP154,original
LINC02215,original
CDC73,original
SNORD48,original
BABAM1,original
HNRNPCP10,original
Vmn2r49,original
Dsg4,original
GBP1P1,original
H3P46,original
MUCRX,original
AC006487.1,original
Hook3,original
AC007679.1,original
ERFE,original
Gm35558,original
AC141002.1,original
AC005703.3,original
POMGNT1,original
Mcf2l,original
Krt84,original
Nr6a1,original
DUSP8P4,original
Tstd2,original
UQCC3,original
MIR448,original
ST13P18,original
FBXO7,original
HMGB4,original
IFITM3,original
AP003071.2,original
COX6CP16,original
Gm11938,original
ZNF300,original
Dclk3,original
CAPNS1,original
VPS36,original
AQP7L,original
Mast3,original
IGHJ@,original
RNU1-22P,original
PGAM1P3,original
FNDC1,original
RNU6-578P,original
Exog,original
Rnf220,original
SPDYA,original
AC023403.1,original
Gm28221,original
Gm6890,original
IFT22,original
TUBB1,original
Zfp87,original
NBP1,original
HIST1H2BN,original
RNU6-744P,original
BNIP3P20,original
CR974586.3,original
Olfr1134,original
AC116035.1,original
Vangl2,original
Gm48703,original
TRI-AAT6-1,original
Arpin,original
Limk1,original
EIF3FP2,original
Kpna7,original
ANKRD2,original
Crx,original
MIR99A,original
Med14,original
IFT122P3,original
POTEF-AS1,original
Pcdhb3,original
ATP5PBP8,original
AL139243.1,original
GJA1P1,original
Gm12510,original
Shisa3,original
MTH1,original
LY96,original
HP,original
ZNF726,original
Gstcd,original
GTF3C2-AS2,original
Gm12496,original
Cd59b,original
TTR,original
AC020661.4,original
TRD-GTC3-1,original
Ccdc42,original
Gm47548,original
C6orf200,original
Ptgr2,original
TRN-GTT2-3,original
MRPS18BP1,original
LINC02822,original
ZNF628,original
TRE-TTC13-1,original
AL358332.1,original
MIR571,original
GAS2L1,original
Atp9b,original
RN7SL210P,original
Scgb1b3,original
WARS2-AS1,original
AC008739.1,original
MED19,original
Gm47815,original
HMGN1P22,original
ALOX15P1,original
MIR6882,original
RP16,original
SNORD111B,original
OR5BQ2P,original
SNORA1B,original
AC025627.1,original
AJ239328.1,original
Med28,original
Tmem45a,original
AC017116.1,original
ACTG1P17,original
PIRC81,original
Rfng,original
AC104187.1,original
PRNT,original
AL391262.1,original
Myl7,original
S100A11P1,original
AP000962.1,original
Gm10563,original
MTCYBP38,original
Zfp709,original
Tex22,original
MIR6878,original
AC114585.1,original
LINC02039,original
TREML4,original
OATP1,original
Spag11a,original
MIR30E,original
MIR10398,original
SIGLEC21P,original
Gm49189,original
SLC25A40,original
Ctrcos,original
FAM231AP,original
AL132656.2,original
Tescl,original
PTGER2,original
RNU6-1276P,original
SLC6A9,original
PARK9,original
AP003068.1,original
SAA1,original
AL646090.1,original
Gm12018,original
Rbp2,original
AC012184.3,original
Trem3,original
Gm3512,original
Trim66,original
Gm27207,original
FCRL6,original
IL20,original
AC007938.2,original
OR2T33,original
WBP2NL,original
AC022424.2,original
EEF1AKMT2,original
TMEM30CP,original
H3P34,original
AC091534.1,original
LILRB5,original
OR4D6,original
Gm17644,original
Patl2,original
Gm14505,original
AC010618.3,original
GPANK1,original
CABS1,original
Gm47839,original
Gm41276,original
Arap1,original
NIPA2,original
MRPS25P1,original
RPL41P1,original
RN7SL658P,original
ALS2CR18,original
GNAI3,original
AC004817.2,original
Olfr1415,original
AL138812.1,original
RNU6-593P,original
PCDHGB3,original
Dopey2,original
LRRTM1,original
AL031963.2,original
CBLN3,original
AP002336.1,original
Rpf1,original
KCNAB1,original
Slc2a6,original
LINC03075,original
Gm27234,original
Micu1,original
RNU6-120P,original
MAPK13,original
TRIM21,original
Rps12,original
RNY4P35,original
Lrrc30,original
RRN3P4,original
RNA28S2,original
IFNA20P,original
AL133243.2,original
AL139090.1,original
MARK2P3,original
PCSK7,original
RPA2P3,original
PPHLN1,original
MIR4645,original
KCNJ10,original
INTS7,original
Alk,original
DHX9,original
PRKRAP1,original
LINC02856,original
AFF4P1,original
AL024497.1,original
AC010998.2,original
Gm45408,original
AC099518.4,original
ERVK-12,original
AC004865.2,original
MRPS36P2,original
AL163541.1,original
Gm39383,original
Gm12532,original
BNIP5,original
Dock5,original
TAF3A,original
AC099521.1,original
MYH3,original
Gm37146,original
TAS2R16,original
FAM180A,original
RN7SL415P,original
AL357139.2,original
DPPA5P3,original
RPSAP32,original
USP17L24,original
Prkcsh,original
Vmn1r195,original
Erlin2,original
AL513327.1,original
Z82195.3,original
DBIP3,original
RPP30,original
Olfr776,original
RPL6P28,original
Hist1h4k,original
AC004982.1,original
Gm43348,original
Fam220a,original
EIF3LP2,original
Gm28053,original
CFAP300,original
Tcp11l1,original
GTF2IP13,original
UGT1A6,original
Gm4763,original
ARMC8P1,original
RPS3AP21,original
LINC01594,original
Xntrpc,original
Slc22a22,original
Mex3d,original
Zfp664,original
PROX2,original
Mctp1,original
Lrrc3c,original
EIF4A3P1,original
Rex1bd,original
Csf2,original
AC006064.2,original
C2orf90,original
TBC1D21,original
RNU6-737P,original
MIR1236,original
AC005040.2,original
AC005244.2,original
Atad3aos,original
TBX4,original
TRGV11,original
GRM8,original
KNL1,original
ATP6N2,original
RNU7-102P,original
Gm28726,original
THM,original
Gm30459,original
Dmtf1,original
RPL35AP12,original
Mrpl23,original
RN7SL20P,original
RPL37A-DT,original
RNU6-634P,original
DAD1P1,original
LINC02523,original
Thoc5,original
TRAPPC2P3,original
PIF1,original
NBPF18P,original
CLIP3,original
LINC01301,original
5830418P13Rik,original
Fbxo46,original
SEN2,original
4921504E06Rik,original
Gm14223,original
AC103996.3,original
Gm17182,original
Wfdc18,original
RN7SKP98,original
AC164883.2,original
Usp54,original
AC092832.2,original
Gm36346,original
Slc43a2,original
Igkv12-41,original
RNA5SP408,original
Las1l,original
TRV-TAC4-1,original
OR4D5,original
Srp14,original
RMI1,original
Coq8a,original
SHANK2-AS3,original
Zmym3,original
LINC00430,original
NCOA4P2,original
AC092484.1,original
USP9Y,original
IGLP2,original
TBC1D10A,original
Adi1,original
Fgf22,original
AL021918.5,original
CHMP1A,original
AL590560.5,original
RSKR,original
Gm28305,original
Ogdh,original
EML6-AS1,original
TS,original
KIFC1,original
Olfr669,original
BLOC1S5-TXNDC5,original
INCENP,original
Gm21970,original
NUP50,original
RN7SL330P,original
FRA1I,original
Creb3,original
MIR410,original
KRT8P27,original
ALMS1,original
SLC22A17,original
CARMN,original
Mkl2,original
EIF2S2P5,original
PIRC88,original
AC063977.6,original
LINC01967,original
Milr1,original
VN1R95P,original
SIGLEC9,original
MIR10400,original
GCNT5,original
SHROOM3,original
MS4A3,original
D130043K22Rik,original
LINC02441,original
PPIP5K1,original
RN7SL91P,original
Gm13850,original
2210017I01Rik,original
USP24P1,original
RNU6-138P,original
Gm20877,original
Gm12082,original
AC011477.3,original
AC005842.1,original
EXTL2,original
FAM89B,original
AL049833.1,original
Gm29027,original
OCP1,original
UBE2D3P4,original
NOL7,original
PADI2,original
AC009269.5,original
Gm16740,original
Kcnj4,original
AL157938.2,original
Zbtb37,original
AL512484.1,original
SNX18P16,original
AC018766.1,original
RN5S3@,original
DOK6,original
6330403L08Rik,original
SLC5A3,original
EIF2B5,original
Gm33251,original
FRAXA,original
4632411P08Rik,original
Gimap7,original
Gm26965,original
NCBP2L,original
WNK4,original
LINC02261,original
Pura,original
Ube2m,original
MTND4P7,original
Ssty2,original
AC092070.4,original
Btg4,original
Gm49092,original
Gm29570,original
MPV17L,original
TEX44,original
Rwdd2b,original
Zfp963,original
VN2R14P,original
B3GAT3,original
AC021698.1,original
Cops5,original
RPSAP42,original
SNRPCP17,original
ACOT13,original
AC092171.3,original
PRKX,original
Ighv2-7,original
SLC10A4,original
FAM136EP,original
RNU4-2,original
Ifitm2,original
MORC1-AS1,original
Gm15441,original
TRIM46,original
FAM220BP,original
OR8C4P,original
Snurf,original
SKI,original
IMP4,original
SNORA30B,original
AC245884.9,original
AL158207.2,original
AC007998.3,original
DTX4,original
NXPE4,original
Trav12-3,original
MCDR3,original
RPS6KB2-AS1,original
Srrm4,original
OR5D11P,original
Gm45155,original
FRMPD4,original
PNMA5,original
TGM6,original
9630015K15Rik,original
AC016590.3,original
AL450469.1,original
AC068338.2,original
COL25A1-DT,original
Tmem116,original
Noa1,original
RN7SL735P,original
Cep295,original
Serpina1c,original
Prss51,original
TBCEL-TECTA,original
Gm43109,original
FAM76AP1,original
SLC6A1-AS1,original
RPL31P8,original
Abcb4,original
AP000251.1,original
Ighv1-60,original
Eloc,original
MARCH10-DT,original
2010111I01Rik,original
PDGFA,original
PPP1R12A-AS1,original
Ankrd26,original
DDI1,original
IGKV2OR2-1A,original
IDE,original
AC008073.2,original
RPL7AP79,original
Celsr3,original
Gm32618,original
Naip2,original
GRIP2,original
RNU6-1007P,original
Gm26819,original
CLPB,original
ADAMTS7,original
MIR371B,original
RPS29P19,original
LINC00428,original
DFNB14,original
CYB561A3,original
Oaz1,original
Vps72,original
YBX1P6,original
AL139340.1,original
Ptgds,original
CRBN,original
TRPC6P8,original
IGHV3-54,original
MIR8064,original
Gm29450,original
FOXQ1,original
SLC38A4,original
DIMT1P1,original
Hlcs,original
AC073052.2,original
Braf,original
RPL21P39,original
CASK-AS1,original
GMFB,original
VPS51P7,original
Ppp4r2,original
Ssr2,original
RN7SL171P,original
Trim62,original
Atp6v0c,original
CHN2-AS1,original
UBE2A,original
FAM86B2,original
CLCA4,original
LEFTY2,original
MODY3,original
AP002852.1,original
Gm16796,original
UNC93B1,original
AC009494.2,original
Gm32926,original
SFPQ,original
RN7SL442P,original
HLF,original
1700020L24Rik,original
DIFF6L,original
HGL,original
MMP16,original
VENTXP6,original
AC009095.1,original
IGKV1-9,original
SLC26A3,original
MUC12-AS1,original
AL807752.3,original
CD24P2,original
SEC24A,original
Gp9,original
OR1N3,original
Olfr585,original
EIF3EP2,original
AL033379.1,original
CU633906.1,original
RNU6-802P,original
Cyb5d2,original
ITPR2-AS1,original
C330018D20Rik,original
RN7SKP192,original
RNU6-1321P,original
LINC02388,original
Abcf2,original
LINC02144,original
AL078590.2,original
Klhl12,original
RPL36P8,original
WSB1,original
NAGPA-AS1,original
PEX10,original
4931413I07Rik,original
ATP12A,original
Lztr1,original
AC023644.1,original
Arhgap20,original
Cactin,original
Slc22a15,original
AF274853.1,original
LINC00266-1,original
Tmub2,original
Gm26690,original
AC026412.3,original
AC008747.1,original
GIGYF1,original
TAS2R60,original
MIR4287,original
MT1DP,original
TUBB3P1,original
Igkv13-57-2,original
GAGE12E,original
