gene_collect,label
4933433G15Rik,original
Gm29371,original
NUGGC,original
DDH2,original
Gm29020,original
Ildr2,original
CNGA2,original
Gm3376,original
St3gal3,original
RNU6-1022P,original
RNF175,original
NFATC1,original
RNU6-826P,original
LINC02119,original
NSG1,original
H1-9P,original
WEE1P2,original
IGHV3-20,original
LARGE-IT1,original
Mycl,original
CDCA3P1,original
MCF2L,original
DPH2,original
RPL26P4,original
Trbv25,original
AP002748.4,original
Spen,original
Vps9d1,original
LINC02234,original
AC055878.1,original
GON4L,original
CTSB,original
MAP2K3,original
BCR,original
C9orf47,original
ZNF334,original
RAP1B,original
CTM,original
S100A7L2,original
Tpcn1,original
Adtrp,original
AC005586.1,original
AC093577.1,original
Ube2j2,original
COX7BP4,original
DDX3X,original
SLC35F3,original
Myadml2os,original
AC021915.1,original
Igkv12-98,original
CAPSL,original
ZNF696,original
KRTAP23-1,original
AC091576.1,original
GOLGA8B,original
FGFR3,original
Gm29318,original
AP000879.2,original
NAIPP3,original
ANAPC10,original
MIR8073,original
AC073957.2,original
TLN1,original
ELOAP1,original
Gm26643,original
Igkv4-53,original
Sh3bp4,original
Olfr913,original
DRAM2,original
MIR3670-2,original
AC079148.3,original
LINC01438,original
PMIS2,original
LASP1NB,original
Col5a3,original
Vmn2r74,original
TPRG1-AS2,original
Lenep,original
TRIM39,original
SPHK2,original
SPINK13,original
Ocm,original
Zfp595,original
AC004522.3,original
1100001I12Rik,original
Kcna5,original
AP005436.1,original
DMBT1L1,original
Gm15864,original
LRIF1,original
RPL17P39,original
RGS2-AS1,original
SOX21,original
Gm43803,original
Spryd4,original
AC091178.2,original
Pdlim3,original
ICAM3,original
Rtca,original
Slc19a3,original
AC093904.2,original
MTND5P6,original
AC154311.1,original
Zfp202,original
SEPHS1P6,original
CELF4,original
AC005921.4,original
C6orf183,original
MIR548AJ1,original
UBR2,original
IGES,original
MTRNR2L3,original
Olfr736,original
PPP1R10P1,original
SNORA70G,original
RPL9P12,original
PCDHA@,original
Gm36569,original
CLRN1,original
LINC01771,original
BCAS2P3,original
ALX3,original
Phf11a,original
Ankrd33,original
AC006063.3,original
AC073934.1,original
EDN2,original
AL360089.1,original
KRTAP24-1,original
Flicr,original
Rims1,original
CARD11-AS1,original
GAREM2,original
RNU6-82P,original
NEMP2,original
AC108066.2,original
ZFR2,original
Gm16401,original
BUD13P1,original
Trav20,original
RNU6-1299P,original
CDY2B,original
PLEKHA3,original
HLX,original
RTN1,original
AC084198.2,original
LINC02299,original
AC007557.3,original
AC006064.1,original
HTD2,original
Gm20319,original
D930028M14Rik,original
Gm30411,original
Tmsb4x,original
Vmn2r28,original
SHC3,original
SORL1,original
1700029N11Rik,original
OR2B9,original
RNU1-73P,original
AL590434.1,original
RNU6-1102P,original
AC079298.2,original
BCL7B,original
TMEM178A,original
Tmem201,original
RPS26P10,original
Gm29591,original
ANX2L3,original
TRP-AGG6-1,original
SHISA2,original
GPR67,original
AC100775.1,original
1110059E24Rik,original
PSMC3IP,original
MIR3614,original
Ighv6-3,original
Gm10491,original
HMGN1P11,original
SHROOM2P1,original
AL078644.2,original
AL157402.1,original
SLC35G2,original
SLC25A20P1,original
Ifna6,original
MIR486-2,original
RPL3P1,original
EIF4A2P3,original
Tas2r104,original
SC,original
AL121578.3,original
RPS20P29,original
AC008870.4,original
MRX43,original
Gm12970,original
REELD1,original
AL121852.1,original
4930534D22Rik,original
AL591721.1,original
PELI2,original
DIPK2A,original
MSK23,original
SLC2A3P1,original
RAD54L2P1,original
AC007655.2,original
Lingo2,original
Gm33474,original
LINC01593,original
B230220B15Rik,original
CNTNAP2-AS1,original
GAPDHP37,original
Gar1,original
NEK1,original
EVA1CP4,original
RNVU1-25,original
SLC16A10,original
SIX3,original
SGMS1-AS1,original
AC041005.1,original
Gm38119,original
AC006059.1,original
LINC02464,original
IGHJ1P,original
RNU6-981P,original
SMARCAD1,original
Gm15408,original
Slc17a4,original
IGSF22,original
AC010974.1,original
AC096543.2,original
Pde4dip,original
Ermn,original
AC008060.1,original
PRXL2B,original
RNU6-246P,original
Smarcad1,original
Sytl5,original
PIRC57,original
Cd53,original
MRT4,original
DFNB91,original
AL122014.1,original
OR9J1,original
Slc17a1,original
RNU105C,original
LIMK2,original
ATP5F1C,original
Gm28497,original
LTB4R,original
Zfp763,original
Trav4-1,original
MRPL20-DT,original
VN2R3P,original
Chmp7,original
Olfr1243,original
Zfp423,original
AL591686.1,original
LINC02434,original
Chchd7,original
Lhx6,original
C5orf9,original
PPIAP40,original
AC005726.4,original
RPS28P9,original
AC079140.6,original
DDIAS,original
Wasf2,original
KCTD7,original
ATP1A1-AS1,original
AL096870.6,original
RNU6-709P,original
DPPA3P7,original
LINC01916,original
CR769776.3,original
E130304I02Rik,original
AC092660.1,original
MSN,original
HNRNPUL2,original
Vmn2r66,original
Sv2a,original
AL691403.1,original
STPG1,original
AC012100.2,original
RNU6-1076P,original
ARHGAP19-SLIT1,original
Gm16035,original
Gm28891,original
PAPPA2,original
AL136984.1,original
Gm26765,original
H2AC7,original
MIR26A1,original
SLBP-DT,original
Gm16253,original
TRAV26-1,original
ECI2,original
Jag1,original
1810049J17Rik,original
Mast2,original
Lias,original
PRSS17,original
EIF4BP6,original
ERMAP,original
AC073359.2,original
AL592182.1,original
Mapk13,original
Ago1,original
SNORD38A,original
RN7SL491P,original
NDUFA5P7,original
ARHGAP39,original
NCOA4P3,original
MIR6509,original
Crlf2,original
Gm36033,original
MGAT3,original
Gm12352,original
SNORD114-11,original
Zfp9,original
AC016710.1,original
MPG,original
Svs5,original
RNF14P2,original
AC004888.1,original
KRT18P50,original
VN1R106P,original
SCRN3,original
EXO5-DT,original
Astx2,original
Tmem119,original
Gpr161,original
CLDN4,original
AC108517.1,original
RNU6-789P,original
OR10D1P,original
MIR494,original
AC005100.2,original
RNU1-60P,original
Gm16933,original
AL022322.1,original
EFS,original
UBD,original
VAMP3,original
RNY4P36,original
MIR490,original
CCDC92B,original
AC091180.3,original
ARMT1,original
LINC01823,original
Gm26707,original
HNRNPA1P40,original
ALS2CR14,original
Traj58,original
LINC02692,original
Prkg2,original
IMD1,original
XPOT,original
NCOA4P4,original
SNUPN,original
RNU6-507P,original
Tyms,original
LINC01213,original
AC138932.5,original
LINC02247,original
AFDN-DT,original
Vmn2r57,original
SNX18P1Y,original
AC097015.1,original
RN7SL832P,original
Fam71d,original
Gm49126,original
AL137798.2,original
ITGA2-AS1,original
RNU6-833P,original
Gtpbp10,original
MIR4464,original
NEDD6,original
OBSCN,original
TRP-AGG1-1,original
LTB,original
RPS17L3,original
TRT-AGT4-1,original
WNT8A,original
CYFIP1,original
OR7D1P,original
IGKV2OR2-4,original
RNU6-666P,original
XKR6,original
AC091814.1,original
DDI2,original
CD300LD,original
C4BPAP2,original
AC068305.2,original
Igkv4-60,original
Nsmce2,original
Zmym5,original
Vamp1,original
ADGB-DT,original
ANXA5,original
ZC2HC1B,original
KRBOX4,original
Zscan4-ps3,original
RNA5SP103,original
HNRNPA1P26,original
GVQW1,original
LRPAP1,original
PPOX,original
ZFYVE9,original
HNRNPA1P42,original
LINC01376,original
MIR5706,original
Brs3,original
AC090213.1,original
ABHD16B,original
SLC2A1-DT,original
MARCKSP1,original
SFTP1,original
Sst,original
Stx1a,original
LUARIS,original
Rapgef4,original
Cenpi,original
RASSF9,original
Gm28406,original
RNU6-209P,original
RN7SKP111,original
AL121829.2,original
4933435F18Rik,original
WBP1P1,original
Gpr63,original
Mex3a,original
Etnk1,original
ZNF255,original
RN7SL164P,original
Gm12114,original
ZNF397,original
PPARA,original
Gng11,original
Aldh1a2,original
Cyp2c66,original
SLC1A2,original
OR7E101P,original
AC022511.1,original
Gm2885,original
OOSP1,original
RN7SL585P,original
AC140365.1,original
OR10G6,original
LINC02323,original
Edc3,original
Smim6,original
TRQ-CTG13-1,original
Tmod3,original
Gm14149,original
RPL10P13,original
HNRNPAB,original
SEN1,original
BRK1P1,original
AL773545.1,original
RNU6-50P,original
Izumo2,original
RN7SL420P,original
STRN3,original
PITPNA-AS1,original
Gm28741,original
Gm33201,original
OR10AE1P,original
GGTLC1,original
AP001619.1,original
RNU6-1115P,original
RNF186,original
CYCSP16,original
IL12A-AS1,original
ECEL1P3,original
MIR6075,original
Hjurp,original
BMIQ6,original
Ssr4,original
GBP6,original
Chmp1b,original
CDCA5,original
AC015911.2,original
Gm37027,original
CLUHP7,original
EMC3-AS1,original
LINC00444,original
RHOT1,original
DHRSX,original
Matn2,original
Mpc2,original
PPIAP78,original
SCA12,original
EQTN,original
TSEN15P2,original
Gm10272,original
KGFR,original
Gm45305,original
Aida,original
Ptrhd1,original
RNA5SP191,original
PXMP2,original
DRP2,original
MIR7106,original
Lzts2,original
ZNF424,original
IGKVP5,original
Gm39132,original
TRC-GCA5-1,original
Rnf126,original
KCNQ1,original
A530017D24Rik,original
PRKD1,original
AC076966.2,original
AL513477.2,original
TAAR5,original
TNFRSF1B,original
Gm12569,original
Bcs1l,original
Gm28202,original
AC087289.4,original
OR1J1,original
Gm38569,original
OR2F4,original
Nrbp1,original
Vmn1r63,original
USP6,original
PPBPP1,original
YAP1P2,original
AC004837.2,original
Carmil3,original
Washc2,original
Cacna1a,original
Gm26912,original
SNORD91B,original
Rhox10,original
Necab2,original
RN7SL863P,original
GASAL1,original
RN7SL238P,original
Zfp114,original
Gm10369,original
Ercc3,original
KCNMB2,original
Gpr4,original
Gm10717,original
GPR137C,original
RNU6-644P,original
L1RE4,original
NMOR1,original
Gm28183,original
Casp8,original
SSU72,original
Rab2b,original
TPI1P1,original
AC153010.1,original
PPP2R3A,original
Fam196b,original
AGTRL2,original
UGT2B4,original
MSSE,original
AC034102.8,original
Recql5,original
AL138889.3,original
Gm15906,original
AC005495.2,original
FTH2,original
Tmem255a,original
1700001L05Rik,original
NDUFA6,original
OR8B4,original
Ip6k3,original
HNRNPA1P5,original
FLT3,original
Gm16189,original
Wfdc17,original
MYO1C,original
Gm12887,original
ARPC1AP2,original
Jak3,original
SPANXC,original
Glt1d1,original
TMCO1,original
AC016168.4,original
AC122694.1,original
Cxcl15,original
Gm29439,original
DCOH,original
CKAP2P1,original
EEF1GP8,original
AC109131.1,original
Carlr,original
Rab12,original
Rbpms2,original
AL139405.1,original
Gm12758,original
Il19,original
Gm36356,original
IGKV2-14,original
MIR608,original
RPL35P2,original
RNA5SP80,original
RNU6-1177P,original
RHO,original
Chaf1a,original
RBTN1,original
NPLOC4,original
AF127936.1,original
Cd200r1,original
4933409D19Rik,original
KLHL6,original
SAMD5,original
PRSS36,original
ERAP1,original
NEB,original
ZNF94,original
BX322234.1,original
SLC11A2,original
MUC20-OT1,original
AC023632.2,original
CUBN,original
TTTY24P,original
MIR4265,original
Olfr1085,original
Pomt1,original
LMNL1,original
AL592114.3,original
Gm20395,original
Gm26947,original
CNIH3-AS1,original
RAB3IP,original
ARHGEF17,original
SPATA22,original
Z82206.1,original
ZBTB7C-AS2,original
AL360006.1,original
AC073869.5,original
IHG2,original
PSMC1,original
Gm45606,original
TTC39DP,original
Ccdc92,original
Chst4,original
ADPGK-AS1,original
Gm28517,original
C4orf46P1,original
COPS5P2,original
AL009177.1,original
KRTAP10-7,original
MIR802,original
KRASP1,original
HMGB1P23,original
VMA21,original
4732471J01Rik,original
FAM90A28P,original
RNA5SP293,original
RALGDS,original
Pde8a,original
L3MBTL2,original
HLA-J,original
MAB21L2,original
FAM207A,original
AL121899.1,original
Spon1,original
SLC45A3,original
Gm44864,original
RN7SL806P,original
CEND1,original
AC092447.8,original
AC092718.1,original
Nfkbie,original
AC022166.1,original
Znfx1,original
Kcnj5,original
ZNF70P1,original
AL591770.1,original
DUTP5,original
Gm26627,original
Iglj4,original
SH3BP5-AS1,original
Gm20854,original
AC133103.6,original
Gm40117,original
H2BC26,original
Tmc3,original
KAT6A-AS1,original
AC011313.1,original
Dusp21,original
Snap25,original
AC093151.8,original
Hoxd9,original
MED28P1,original
AC021035.1,original
AC037198.1,original
Hpd,original
RPS18P3,original
Arrdc3,original
IGHV3-60,original
ZBED2,original
Gm34983,original
Tsn,original
Riox1,original
RNU1-27P,original
PI9,original
AC010486.3,original
LINC00994,original
CPAT1,original
RHOQ-AS1,original
FSIP2-AS1,original
AC142474.2,original
Gm28617,original
Traf3ip3,original
TMC3-AS1,original
SLC17A2,original
MIR3130-4,original
LINC02812,original
Gm49390,original
AL133520.1,original
SPECC1L,original
AC020558.6,original
Oog2,original
BCAS3-AS1,original
AP006621.2,original
RPS15P3,original
Gm40662,original
Cst7,original
THAP9,original
ENPP7P11,original
Hbb-bt,original
AC018695.6,original
RNU6-525P,original
FAM90A19,original
MALLP2,original
CT45A3,original
DZIP1L,original
Fam98c,original
PSPC1,original
AC103923.1,original
C1orf194,original
PRAMEF15,original
Snapc5,original
Akap17b,original
PRKCZ-DT,original
GPAT3,original
Zik1,original
GAPDHP16,original
STPG3-AS1,original
SNRPGP5,original
Ttpa,original
AC087239.1,original
UFS,original
DYNLT2,original
ZNF593OS,original
Pla2g7,original
UBL2,original
COX18,original
RBMS2,original
Serpina16,original
AC243830.2,original
UBXN8,original
Efna2,original
Sept2,original
PRSS48,original
MTATP6P25,original
LSFC,original
RPS23P4,original
AC107909.1,original
Hrh1,original
Galnt3,original
Arih1,original
Igkv2-95-2,original
FNTBL1,original
BC049715,original
Fgfbp1,original
RNU6-684P,original
Ric1,original
RP4,original
RBM33,original
Nt5m,original
AC012313.6,original
KLRD1,original
Gm6270,original
Trav6n-6,original
GLA,original
Chd9,original
Hsfy2,original
RNY4P23,original
G2E3,original
TMEM234,original
RNA5SP46,original
RPS20P2,original
ZNF32-AS1,original
DNAJA4-DT,original
Gm20517,original
Ankfy1,original
A730061H03Rik,original
Aurka,original
EPHA7,original
ACP6,original
EN2-DT,original
AC012615.4,original
GLT8D2,original
DNHD2,original
AL353653.1,original
AL583810.1,original
AP003419.2,original
EIF4G2,original
FN1,original
SLC2A3P3,original
ANKRD44-DT,original
DUX4L35,original
AL157893.2,original
RPL38,original
Gm12056,original
TNFRSF1A,original
SYT17,original
Gm48166,original
KRT9,original
Usp17lb,original
STIM1-AS1,original
PIRC74,original
AL357375.1,original
CTRC,original
TRV-CAC10-1,original
ZNF875,original
NR1H3,original
PNCK,original
RTCB,original
2610206C17Rik,original
AL353693.1,original
Cdk12,original
ROR2,original
Gm26859,original
ZDHHC11,original
TRN-GTT11-1,original
PGS1,original
JAGN1,original
Ano4,original
2410012E07Rik,original
PHOSPHO2,original
Uba6,original
ADRB1,original
AMTN,original
HSPA8P16,original
AC092809.4,original
DUX4L38,original
SORBS3,original
SYNPO2,original
TRM-CAT4-2,original
AL138778.1,original
DNAJB12P1,original
RUNDC1,original
DFNB48,original
Cdk19,original
CEBPZ,original
RNU7-29P,original
AL021707.6,original
AL035694.1,original
H3C2,original
Plscr4,original
AC112693.1,original
RITA1,original
Apol10a,original
Nploc4,original
PUDPP1,original
LINC00645,original
MIR4422HG,original
Gm28079,original
Gpn3,original
Ctnnal1,original
Gm12068,original
HSPG1,original
Apobr,original
AC009487.1,original
TNFAIP6,original
RDX,original
LINC02547,original
DINB1,original
Gm36447,original
Dmbt1,original
4933417O13Rik,original
RNU1-124P,original
BGN,original
4933407I08Rik,original
DEFB106A,original
TMSB4XP6,original
AL117336.2,original
AF064860.2,original
KIF1C-AS1,original
Cacnb3,original
AKT2,original
Wdfy1,original
RNU7-167P,original
1700016G22Rik,original
CXCR5,original
Gm5724,original
MIR3615,original
GLI2,original
TRIM60P1Y,original
A630019I02Rik,original
Zbtb9,original
LINC02028,original
LINC-PINT,original
AC110011.1,original
Dnajc11,original
AC108451.1,original
DICER1-AS1,original
SNORD164,original
OR14L1P,original
A830082K12Rik,original
SLC25A36,original
Gm44287,original
Slc25a47,original
PIRC2,original
ATF7,original
Gm29398,original
Slc37a2,original
Plau,original
FRMD5,original
Tlk2,original
CDRT15P12,original
Gm47202,original
Polr3k,original
MTCYBP20,original
AC022523.1,original
AC079804.3,original
Esp3,original
Gm4498,original
KCNG4,original
AL031768.1,original
Ndufa4l2,original
AC023161.1,original
OR10J8P,original
TRAJ11,original
Gm11569,original
SNX5P1,original
LDB2,original
ZNF598,original
GAPDHP19,original
LINC01966,original
CXorf30,original
KRT8P15,original
RN7SL94P,original
Emc10,original
AC024579.1,original
RSF1,original
CYB5R3,original
GLUD1P9,original
MIR16-2,original
SEPTIN14P10,original
Gls,original
CDC27P1,original
RNU7-193P,original
4930572K03Rik,original
Mlycd,original
Rgs13,original
Trpm5,original
AC012065.1,original
GLP1R,original
MICB-DT,original
SH3BP2,original
Cdhr2,original
AC021739.2,original
Gm12886,original
Slc39a1,original
H1-4,original
MIR8088,original
1500015A07Rik,original
Gm45304,original
RAB8IP,original
TEFM,original
Scml4,original
AC106845.1,original
NMTRP-TGG1-1,original
BDNF,original
AC091393.2,original
CA15P1,original
ARHGAP1,original
Bcas3os1,original
RPL3P5,original
ELFN1,original
PPM1N,original
NPM1P46,original
AL441883.1,original
Cep112,original
AC015795.1,original
EMC6,original
AUNA1,original
LINC02566,original
Ddx28,original
EVI9,original
AC004034.1,original
ROPN1L,original
Car12,original
Gm29082,original
RN7SKP214,original
PCMTD1P4,original
GALR1,original
Gm15133,original
G630030J09Rik,original
Apopt1,original
ZNF474,original
EEF1GP4,original
PHB1P10,original
Igkv13-71-1,original
STAG3,original
MIR5705,original
AV320801,original
AC115220.3,original
AC027607.1,original
DNAH7,original
LINC01476,original
ORNT1,original
HNRNPA2B1,original
PUSL1,original
CCT2,original
RPL7P33,original
TBPL1P1,original
FALEC,original
Gsap,original
ATP5CL1,original
AC131953.2,original
RPL15P7,original
IL21R-AS1,original
Apoe,original
Shc2,original
RNU7-168P,original
Gm17655,original
Gm6164,original
ATP6V0CP2,original
C16orf6,original
Dennd1b,original
MRX69,original
HHC2,original
PANTR1,original
GPR156,original
TTLL7-IT1,original
ARPC3,original
PHOX2B,original
AC027288.3,original
RPL5P26,original
ZNF125,original
GLYATL2,original
Cyp2r1,original
FAM32A,original
RN7SL451P,original
NRXN1,original
SPACA5B,original
GGTL1,original
MGLL,original
Serpinc1,original
Gm3278,original
MIR513A1,original
PA2G4P5,original
PALLD-AS1,original
KRTAP21-4P,original
MIR612,original
AC004217.1,original
AL161457.2,original
Iqch,original
OR7E81P,original
Olfr297,original
IGKJ3,original
LINC00901,original
AF064858.2,original
NBR1,original
Gm13236,original
Slc12a8,original
ZMIZ2,original
PIGV,original
Gm44085,original
Myo1d,original
TERF1,original
Pkig,original
AC069023.1,original
PATJ-DT,original
SLEH1,original
Gm11959,original
TENT4B,original
Gm15533,original
Mfsd14b,original
Rars,original
BTF3P8,original
ZDHHC24,original
RORA-AS1,original
Trip12,original
AC096540.1,original
PRR7,original
IDSP1,original
A630072L19Rik,original
VPS41,original
RNU7-98P,original
AC117460.1,original
AC025031.2,original
HSPA8P1,original
Slc5a4a,original
Gm43507,original
BCL2L11,original
AQP12A,original
Myo3a,original
Pkd2,original
Gm10184,original
BMS1P4,original
Jhy,original
DMRTA1,original
RNA5SP242,original
RPL36P5,original
Bbof1,original
HOXB-AS2,original
SLC35F6,original
RPL24P3,original
FBXO33,original
HNRNPDLP3,original
OR7E59P,original
ARHGEF18,original
HPS1,original
RPL31P26,original
Rgcc,original
THRAP3,original
Catsperd,original
Cpt2,original
TMEM8B,original
WNT9B,original
PRSS43P,original
PRR5,original
ICA1L,original
FAM95B1,original
LINC00528,original
OR5H15,original
AL354979.1,original
GLYB,original
RNA5-8SN4,original
TRBJ1-6,original
FRA16B,original
SCAT1,original
PHB2,original
ATP8A2P1,original
AF064860.1,original
MIR7152,original
Fam72a,original
Ddr2,original
FSCN1P1,original
Tnfrsf22,original
Trappc2l,original
Gm47289,original
A330015K06Rik,original
AC016396.1,original
Cttn,original
AC009396.2,original
PTGER4P2-CDK2AP2P2,original
AC022762.2,original
Rac1,original
PIRC70,original
SNORD72,original
RCN1,original
4732419C18Rik,original
AL358176.1,original
LINC02449,original
AC022596.2,original
SEMA3B,original
Cd99l2,original
Igkv13-57-1,original
PTCD3,original
CRYG5,original
AC009236.1,original
MON1B,original
RNU6-1134P,original
IQCA1-AS1,original
Olfr1280,original
Olr1,original
H2al1j,original
Rab2a,original
LINC02586,original
IGHV3-74,original
SLC25A38P1,original
Gm3896,original
CENPNP1,original
SH2D4A,original
Clk4,original
AC254562.2,original
B3GNT9,original
Gm31822,original
Ankmy2,original
Gm21748,original
Gm45641,original
CTSO2,original
CTSO,original
SUSD2P1,original
RPS24P13,original
PTGER4P3,original
NCA,original
Dnase1,original
MRX14,original
SARS2,original
CMT1A,original
Ifnlr1,original
Igflr1,original
NRG3,original
Gm49180,original
RNU6-12P,original
CDK20,original
GAGE8,original
MED,original
Gm15998,original
KCNIP3,original
CAV,original
DNM1P25,original
RNU6-845P,original
Gm47243,original
Lrp3,original
Rbm42,original
BCAN-AS2,original
COG6,original
Gm21891,original
RPS26P9,original
MAG,original
AGA-DT,original
Tssk2,original
AC009159.2,original
SNAR-B2,original
AP005229.2,original
Zg16,original
RN7SL789P,original
C86187,original
Hist1h4f,original
SDK1,original
Nat8f6,original
SEPTIN10,original
LARS2,original
Gm5286,original
Ephx4,original
OR10J6P,original
EVA1A-AS,original
Ftmt,original
TCEAL1,original
BC002059,original
AC026688.2,original
Ppcs,original
NHE3,original
IRAK2,original
DFNB9,original
OR6J1,original
GNAQP1,original
CPEB1-AS1,original
Vmn1r166,original
Gm42303,original
Dnmt1,original
Gm26791,original
Fam20b,original
Ppm1m,original
AC016987.2,original
Gm15063,original
Slc25a31,original
ELOCP24,original
Olfr830,original
RNU7-158P,original
RN7SL10P,original
Tectb,original
Nmt1,original
Trim56,original
Gm34853,original
MIR4444-2,original
EFCAB6,original
PCDHA13,original
Gm32950,original
RRAS2,original
4930511E03Rik,original
AL359979.2,original
RNU6-443P,original
Pnldc1,original
SERINC1,original
PSORS10,original
ZNRD2-DT,original
LINC01034,original
Gm10638,original
Optc,original
ERBIN-DT,original
SETP8,original
PF4,original
ARL4AP5,original
BNIP3P1,original
CBWD7,original
POU3F1,original
AC139792.1,original
Rln3,original
RPS9P4,original
AC015923.1,original
Rer1,original
AC005486.1,original
RPL12P5,original
SHFM2,original
EIF4E,original
XAGE1C,original
RNU6-931P,original
AC019130.1,original
C10orf143,original
GIHCG,original
NR5A2,original
Rpl32,original
DNAI1,original
RPS11P3,original
AC011754.1,original
Gm44117,original
AP001922.1,original
AC079684.1,original
FAM27D1,original
Cnnm4,original
Gm12689,original
KLHL33,original
AC092168.3,original
Slc22a5,original
KRT5,original
ALOX15P2,original
HMAA,original
2700016F22Rik,original
Pcdha8,original
DNAJB1P2,original
5033428I22Rik,original
HCP5P8,original
ARMC10P1,original
AC010624.1,original
Arrdc5,original
OR7E51P,original
MFSD5,original
LINC02520,original
PTP4A1P3,original
RNU6-1336P,original
Gm13427,original
PRSS23,original
FGFR3P5,original
BZS,original
LINC02710,original
CRAMP1,original
RNA5SP386,original
Tmtc2,original
AC133485.5,original
CLNK,original
HNRNPF,original
Defb23,original
Olfr547,original
ETV5,original
Olfr138,original
AC011524.1,original
Foxn4,original
GPR71,original
Hnrnph2,original
ABCB8,original
AC124490.1,original
RNU6-98P,original
MED4-AS1,original
Gm47512,original
PCDHA11,original
Olfm1,original
HNRNPA1P38,original
SNAP23,original
PRDM6,original
Twsg1,original
AC244093.4,original
RNU4-29P,original
Znhit2,original
AC106707.1,original
Smarcc2,original
MOSMO,original
Raet1d,original
Fndc11,original
RPL7P55,original
AL603756.1,original
GPR119,original
TRNAI10,original
Alg9,original
MHAC,original
PPT2,original
NCAM1-AS1,original
Plcg1,original
Gm31371,original
CT025584.1,original
RNU6-606P,original
AC106897.1,original
RNU6-1001P,original
Gm28078,original
Lrrc23,original
CFAP100-DT,original
Gm21780,original
NTPCR,original
Gm49002,original
RNF139-AS1,original
4930548G14Rik,original
BCAR1P1,original
Vps26a,original
Smpd3,original
AC138230.1,original
CIZ1,original
Lbx2,original
Ldlrap1,original
TMEM144,original
PPIAP58,original
Gm48004,original
Samd8,original
Olfr713,original
RIC3,original
ERVH-3,original
AC007370.1,original
ACTG1P12,original
AC243960.1,original
AC106772.1,original
Gramd1b,original
Crnn,original
MAGEA6,original
LINC01502,original
1700056E22Rik,original
Rit1,original
Zdhhc13,original
Gm20628,original
AC124301.1,original
SNAX1,original
STX17,original
TRUND-NNN9-1,original
MIR520H,original
TRPC6P1,original
AC104024.1,original
Hsd11b2,original
SNX29,original
AL357874.2,original
BNIP3P16,original
KDM8,original
FASLG,original
LINC03055,original
Gm26738,original
Clca2,original
Gm12394,original
TMEM270,original
PITRM1-AS1,original
Gm34623,original
Gm14698,original
AC016746.1,original
OLFM1,original
SP140,original
ST3GAL6-AS1,original
Taf13,original
AA545190,original
HSD17B7P2,original
SNORD115-26,original
Setmar,original
TAGLN2P1,original
Gm7861,original
HASPIN,original
Hemgn,original
Gm10845,original
Pex12,original
Vmn1r41,original
AK4P5,original
Gm31458,original
Kiss1r,original
Gm10732,original
AP001178.1,original
LINC02271,original
GSTM5P1,original
SNORA32,original
Set,original
PIPSL,original
MMP20-AS1,original
MTND3P7,original
TRI-GAT1-2,original
Mtnr1b,original
Fam122a,original
RPL12P33,original
SMC4,original
AP007216.2,original
NTS,original
RAB4B,original
Gm26813,original
NONOP1,original
Pex10,original
CHEK2P7,original
Rai14,original
Piezo1,original
MIR10524,original
Ccdc22,original
EIF2B4,original
Hmg20b,original
PPIAP27,original
FAM25C,original
Ighv2-2,original
LINC02873,original
CSBP2,original
OR2V2,original
Gm17402,original
RNA5SP412,original
Olfr64,original
Cast,original
Smad5,original
Odf3,original
Sema6c,original
FAM66B,original
TNP2,original
PRKM4,original
Gm15932,original
AC098679.1,original
FAM120A,original
IMD5,original
LINC02151,original
Ms4a5,original
LINC00311,original
Dennd2d,original
BC055324,original
RNU6ATAC32P,original
OR9L2P,original
Pdgfc,original
DUX4L31,original
Dgkh,original
Hrnr,original
LINC02150,original
TMEM109,original
ANAPC1P3,original
OR13D3P,original
IGLV3-7,original
LINC01218,original
ANKRD18EP,original
Olfr1020,original
AL359551.1,original
Gm49010,original
RPL30P13,original
LINC01280,original
PAQR6,original
RNASE13,original
PDS5B-DT,original
Hdac6,original
SSBL5P,original
SMARCE1P5,original
SOGA3,original
MIR4742,original
AC005005.4,original
ZMYND10,original
PRAMEF10,original
GKAP1,original
PGAP2,original
AC000067.1,original
RIMBP2,original
Atp5b,original
Gm40155,original
Siglecg,original
Socs1,original
AC007952.8,original
AC092353.2,original
RNU1F1,original
ACTL3,original
C3orf49P1,original
IFITM3P7,original
AC104170.1,original
GINS3,original
Olfr951,original
Mgat4d,original
Gm48748,original
MIR103A1,original
SNORA89,original
Gm28462,original
Olfr181,original
Sytl4,original
H3C11,original
Zfp385c,original
Igkv19-93,original
Kcp,original
GTF2IP5,original
MED6,original
ROBO2P1,original
USP46,original
Gm49240,original
AC068870.1,original
AC091806.1,original
GALK1,original
PNMA6B,original
FMO8P,original
HSPD1P14,original
Cfap45,original
XPO6,original
AC067750.1,original
Psmb1,original
Ighv8-6,original
AC026433.1,original
FKHL15,original
Gm44501,original
Gtf2h4,original
C130073F10Rik,original
MIR1469,original
UHRF2,original
MTCH2P3,original
LYG2,original
TRBJ2-2P,original
Lrrc28,original
LINC00540,original
AC022267.1,original
UPF3A,original
Rhno1,original
Slurp1,original
AP001775.2,original
AF233439.3,original
Ccl9,original
AC243967.2,original
PCNP,original
Acss3,original
AC061708.1,original
RN7SKP137,original
AL137002.2,original
SELENOO-AS1,original
Cd300lb,original
SMIM36,original
CYP3A51P,original
MIR6857,original
DTD1-AS1,original
Gm43950,original
CTF1,original
